address_id,postcode,state,country,property_valuation,house_number,street
991,2194,NSW,Australia,10,8298,Texas Alley
992,2146,NSW,Australia,9,1,Continental Center
993,2768,NSW,Australia,9,0465,Melrose Alley
994,3073,VIC,Australia,9,5357,Mcguire Plaza
995,3136,VIC,Australia,9,4757,Texas Trail
996,4869,QLD,Australia,3,27,Sunfield Center
997,3127,VIC,Australia,12,656,Bartelt Parkway
998,4078,QLD,Australia,7,610,Lakewood Gardens Point
999,3182,VIC,Australia,6,61,Lukken Plaza
1000,2165,NSW,Australia,9,67,Holmberg Way
1001,3046,VIC,Australia,8,3383,Fair Oaks Circle
1002,2066,NSW,Australia,12,2,Vermont Avenue
1003,2065,NSW,Australia,12,486,Atwood Pass
1004,4380,QLD,Australia,9,05,Loftsgordon Pass
1005,2340,NSW,Australia,4,570,Butternut Pass
1006,2769,NSW,Australia,9,63,Grayhawk Pass
1007,4220,QLD,Australia,9,44594,5th Street
1008,2179,NSW,Australia,8,495,Elmside Drive
1009,2527,NSW,Australia,8,9,Macpherson Avenue
1010,3024,VIC,Australia,8,738,Division Street
1011,3934,VIC,Australia,11,5,Sheridan Circle
1012,2027,NSW,Australia,11,42,Lunder Drive
1013,3109,VIC,Australia,10,3,Hayes Court
1014,2540,NSW,Australia,8,711,Sachtjen Point
1015,2145,NSW,Australia,10,16395,Nevada Lane
1016,2761,NSW,Australia,8,0996,Cody Terrace
1017,2136,NSW,Australia,10,80424,Corben Alley
1018,2145,NSW,Australia,8,37208,Golf View Terrace
1019,3124,VIC,Australia,9,1128,Golden Leaf Center
1020,3046,VIC,Australia,8,4885,Stone Corner Alley
1021,2153,NSW,Australia,10,66,Hudson Crossing
1022,2069,NSW,Australia,12,5287,Wayridge Alley
1023,2046,NSW,Australia,9,15393,Cody Lane
1024,2484,NSW,Australia,6,1,Mcbride Center
1025,3225,VIC,Australia,7,4870,Shelley Alley
1026,4053,QLD,Australia,7,65634,Del Mar Crossing
1027,3145,VIC,Australia,11,8572,Melvin Drive
1028,4068,QLD,Australia,9,5549,Bay Point
1029,2324,NSW,Australia,3,9,Forest Circle
1030,2214,NSW,Australia,9,6,Kedzie Hill
1031,2041,NSW,Australia,12,60601,Hoffman Court
1032,2031,NSW,Australia,11,1715,Scoville Drive
1033,3809,VIC,Australia,6,85,Laurel Trail
1034,2454,NSW,Australia,4,3082,Almo Center
1035,4556,QLD,Australia,8,27135,Melvin Plaza
1036,2065,NSW,Australia,10,40,Kinsman Pass
1037,2216,NSW,Australia,11,094,Green Road
1038,4573,QLD,Australia,7,91,Spohn Plaza
1039,4570,QLD,Australia,1,5,Jana Drive
1040,2154,NSW,Australia,11,201,Pepper Wood Avenue
1041,2171,NSW,Australia,9,4408,Haas Way
1042,2871,NSW,Australia,7,6,Pawling Trail
1043,3034,VIC,Australia,9,31111,Hoepker Road
1044,3082,VIC,Australia,8,79,Lighthouse Bay Lane
1045,2131,NSW,Australia,11,2354,Forster Road
1046,3207,VIC,Australia,10,5271,Vernon Court
1047,3184,VIC,Australia,11,06,Declaration Hill
1048,2250,NSW,Australia,5,07716,5th Alley
1049,2118,NSW,Australia,11,10,Pennsylvania Hill
1050,2570,NSW,Australia,10,2330,Huxley Crossing
1051,2260,NSW,Australia,7,5811,Hanson Lane
1052,2065,NSW,Australia,12,7,Main Crossing
1053,3977,VIC,Australia,6,682,Spenser Plaza
1054,2016,NSW,Australia,11,1149,Riverside Parkway
1055,2112,NSW,Australia,11,1176,Pine View Lane
1056,2137,NSW,Australia,12,22,Sachtjen Avenue
1057,2228,NSW,Australia,11,6,Pankratz Crossing
1058,2217,NSW,Australia,10,6988,Acker Crossing
1059,2223,NSW,Australia,8,9993,Mccormick Street
1060,2018,NSW,Australia,9,7,Holmberg Circle
1061,3109,VIC,Australia,10,7,Village Green Circle
1062,2315,NSW,Australia,9,4044,Tennessee Parkway
1063,2170,NSW,Australia,8,4297,Emmet Lane
1064,4053,QLD,Australia,7,6,Sycamore Drive
1065,4300,QLD,Australia,4,6,Barby Road
1066,2619,NSW,Australia,7,37495,Summerview Park
1067,2452,NSW,Australia,3,3,Center Crossing
1068,2229,NSW,Australia,10,19386,Burrows Way
1069,2800,NSW,Australia,3,4,Quincy Trail
1070,2880,NSW,Australia,1,69881,Westport Parkway
1071,2515,NSW,Australia,9,44,Ramsey Road
1072,4020,QLD,Australia,7,12764,Raven Plaza
1073,2193,NSW,Australia,9,356,Petterle Way
1074,2064,NSW,Australia,9,2827,Fallview Lane
1075,4220,QLD,Australia,9,7,Del Sol Road
1076,2450,NSW,Australia,8,05415,Basil Junction
1077,4152,QLD,Australia,9,09,Warbler Court
1078,4035,QLD,Australia,8,847,David Hill
1079,2322,NSW,Australia,4,24596,Hoepker Avenue
1080,4509,QLD,Australia,7,75,Mesta Hill
1081,3138,VIC,Australia,9,7258,Mandrake Terrace
1082,3029,VIC,Australia,5,84741,Scoville Terrace
1083,3441,VIC,Australia,9,04328,Rowland Plaza
1084,3136,VIC,Australia,9,332,Maywood Crossing
1085,2121,NSW,Australia,11,6026,Graceland Crossing
1086,3023,VIC,Australia,7,0,Fremont Court
1087,3337,VIC,Australia,3,5515,Artisan Center
1088,2216,NSW,Australia,10,0,Nevada Pass
1089,4074,QLD,Australia,7,06,Heffernan Junction
1090,2101,NSW,Australia,9,04,Onsgard Center
1091,2153,NSW,Australia,9,37,Division Way
1092,2164,NSW,Australia,8,9623,Fisk Plaza
1093,2160,NSW,Australia,9,9419,Homewood Way
1094,2756,NSW,Australia,8,26349,Spaight Junction
1095,4510,QLD,Australia,3,1063,Forest Avenue
1096,2075,NSW,Australia,11,548,Dahle Lane
1097,2647,NSW,Australia,3,4,Barby Road
1098,2154,NSW,Australia,10,258,Luster Court
1099,2565,NSW,Australia,6,22669,Lien Center
1100,2731,NSW,Australia,4,9,Autumn Leaf Court
1101,3185,VIC,Australia,11,9,Superior Plaza
1102,2164,NSW,Australia,9,86603,Dexter Road
1103,2323,NSW,Australia,5,8,Ridgeview Park
1104,3130,VIC,Australia,9,4754,Ramsey Junction
1105,3757,VIC,Australia,7,9,Dayton Alley
1106,3284,VIC,Australia,6,08,Carey Center
1107,2204,NSW,Australia,11,915,Thackeray Junction
1108,2037,NSW,Australia,12,515,3rd Road
1109,4211,QLD,Australia,7,184,Roth Pass
1110,2153,NSW,Australia,10,84,Porter Alley
1111,2527,NSW,Australia,9,79494,Ruskin Circle
1112,2747,NSW,Australia,9,98,Schiller Junction
1113,2152,NSW,Australia,8,20519,Katie Circle
1114,2118,NSW,Australia,11,2273,Oneill Place
1115,2168,NSW,Australia,9,03,6th Alley
1116,2067,NSW,Australia,11,8548,Hanover Park
1117,3021,VIC,Australia,8,4079,Lindbergh Center
1118,2573,NSW,Australia,7,338,Grasskamp Lane
1119,2118,NSW,Australia,11,0355,3rd Drive
1120,2759,NSW,Australia,9,0182,Esker Center
1121,3185,VIC,Australia,11,48,Sheridan Road
1122,2206,NSW,Australia,10,1879,Mitchell Center
1123,4869,QLD,Australia,4,81114,7th Place
1124,4226,QLD,Australia,8,1,Nevada Park
1125,2062,NSW,Australia,12,6,Buell Point
1126,4814,QLD,Australia,3,4284,Debra Drive
1127,3076,VIC,Australia,7,8,Hansons Street
1128,4815,QLD,Australia,4,7674,Roxbury Junction
1129,2076,NSW,Australia,11,771,Sugar Way
1130,2539,NSW,Australia,6,1792,Judy Road
1131,2147,NSW,Australia,9,92,Melvin Hill
1132,3184,VIC,Australia,3,592,Merry Lane
1133,4503,QLD,Australia,6,6,Dapin Park
1134,4127,QLD,Australia,2,03,Holmberg Park
1135,2206,NSW,Australia,10,8587,Graceland Way
1136,3162,VIC,Australia,11,91,Messerschmidt Trail
1137,2526,NSW,Australia,9,5998,Bayside Terrace
1138,2579,NSW,Australia,5,107,Moland Court
1139,2177,NSW,Australia,9,4439,7th Terrace
1140,3165,VIC,Australia,10,2272,Dennis Alley
1141,3201,VIC,Australia,4,0,Scofield Plaza
1142,2768,NSW,Australia,9,51152,Brickson Park Crossing
1143,2160,NSW,Australia,5,4668,Coleman Street
1144,2148,NSW,Australia,7,8,Moland Junction
1145,4502,QLD,Australia,4,1,Raven Junction
1146,2166,NSW,Australia,9,40570,Acker Alley
1147,4551,QLD,Australia,10,893,Petterle Trail
1148,4127,QLD,Australia,4,84,Monument Terrace
1149,2222,NSW,Australia,11,0103,Bay Junction
1150,2710,NSW,Australia,1,9618,Havey Place
1151,4510,QLD,Australia,3,098,Veith Hill
1152,2090,NSW,Australia,12,03058,Shoshone Lane
1153,3038,VIC,Australia,4,7975,Browning Plaza
1154,3551,VIC,Australia,8,154,Cambridge Point
1155,2250,NSW,Australia,7,3,Sachs Point
1156,4122,QLD,Australia,7,0386,Mayfield Way
1157,3031,VIC,Australia,10,24,Merchant Plaza
1158,3145,VIC,Australia,9,353,Oneill Park
1159,3142,VIC,Australia,9,92867,Lukken Lane
1160,2710,NSW,Australia,1,11,Corscot Plaza
1161,2576,NSW,Australia,8,13,Buhler Plaza
1162,4209,QLD,Australia,6,72673,Mayfield Trail
1163,3442,VIC,Australia,8,42739,Moose Pass
1164,2153,NSW,Australia,10,3,Atwood Lane
1165,4064,QLD,Australia,9,378,Prentice Point
1166,4152,QLD,Australia,8,95,Forest Run Drive
1167,2230,NSW,Australia,9,20,Main Road
1168,2127,NSW,Australia,7,71,Cherokee Hill
1169,2529,NSW,Australia,7,698,Summer Ridge Way
1170,2170,NSW,Australia,9,79,Grasskamp Center
1171,2212,NSW,Australia,9,6541,Dahle Junction
1172,2150,NSW,Australia,8,858,Swallow Parkway
1173,2118,NSW,Australia,9,0005,Independence Drive
1174,4012,QLD,Australia,8,525,Kedzie Street
1175,2747,NSW,Australia,8,03890,Logan Court
1176,4217,QLD,Australia,8,8,Clyde Gallagher Court
1177,2430,NSW,Australia,3,62,Elka Terrace
1178,3039,VIC,Australia,6,85931,Johnson Alley
1179,2017,NSW,Australia,9,63588,Clove Court
1180,2213,NSW,Australia,10,86,Stang Way
1181,2061,NSW,Australia,10,84,Westridge Hill
1182,3644,VIC,Australia,1,53740,Vera Parkway
1183,2104,NSW,Australia,11,2,Ramsey Parkway
1184,3173,VIC,Australia,9,651,Mesta Drive
1185,2830,NSW,Australia,2,1,Merrick Parkway
1186,2044,NSW,Australia,10,135,Crest Line Drive
1187,2168,NSW,Australia,9,63576,Anzinger Trail
1188,2320,NSW,Australia,5,05,Charing Cross Plaza
1189,4118,QLD,Australia,4,261,Farmco Drive
1190,3043,VIC,Australia,8,0,Northport Hill
1191,2251,NSW,Australia,10,894,Maple Wood Drive
1192,2560,NSW,Australia,8,05,Daystar Lane
1193,2873,NSW,Australia,1,81167,Division Hill
1194,2541,NSW,Australia,7,761,Bellgrove Lane
1195,4350,QLD,Australia,3,614,Shopko Trail
1196,2761,NSW,Australia,9,1911,Waxwing Point
1197,2155,NSW,Australia,10,0,Kedzie Junction
1198,4017,QLD,Australia,6,0108,Forster Parkway
1199,2222,NSW,Australia,10,466,Briar Crest Junction
1200,2222,NSW,Australia,10,6072,Ridge Oak Junction
1201,3429,VIC,Australia,5,31445,Morningstar Drive
1202,2321,NSW,Australia,4,22619,Schurz Street
1203,2079,NSW,Australia,10,61,Kim Avenue
1204,3072,VIC,Australia,9,12103,Merchant Circle
1205,2230,NSW,Australia,9,3,Porter Center
1206,2007,NSW,Australia,8,7,Luster Trail
1207,2620,NSW,Australia,9,7,Dahle Avenue
1208,3034,VIC,Australia,10,7,Magdeline Trail
1209,2086,NSW,Australia,11,275,Lindbergh Parkway
1210,2231,NSW,Australia,10,592,Tennessee Alley
1211,3175,VIC,Australia,7,0,American Ash Parkway
1212,2580,NSW,Australia,4,387,Pawling Drive
1213,3037,VIC,Australia,7,0,Evergreen Road
1214,3550,VIC,Australia,4,51529,Cascade Place
1215,3218,VIC,Australia,7,457,Ryan Road
1216,2020,NSW,Australia,9,94219,Buell Circle
1217,3930,VIC,Australia,9,267,Lukken Park
1218,2480,NSW,Australia,7,54,Harbort Road
1219,2259,NSW,Australia,6,81,American Place
1220,3130,VIC,Australia,10,2388,Thackeray Place
1221,3029,VIC,Australia,7,85957,Basil Way
1222,2285,NSW,Australia,7,01,Cottonwood Junction
1223,2830,NSW,Australia,4,37,Sutherland Terrace
1224,2119,NSW,Australia,11,7929,Grasskamp Trail
1225,2153,NSW,Australia,9,4,Hoard Pass
1226,2120,NSW,Australia,10,2,Dunning Alley
1227,4573,QLD,Australia,8,61949,7th Road
1228,2085,NSW,Australia,11,26,Lotheville Court
1229,2763,NSW,Australia,9,3765,Mandrake Alley
1230,2852,NSW,Australia,2,67348,Lakewood Gardens Road
1231,3030,VIC,Australia,7,014,Birchwood Parkway
1232,3677,VIC,Australia,4,17357,Katie Center
1233,3030,VIC,Australia,5,5772,Kennedy Junction
1234,4122,QLD,Australia,7,560,Melody Alley
1235,2760,NSW,Australia,8,92,Waubesa Center
1236,2750,NSW,Australia,9,359,Kropf Point
1237,3806,VIC,Australia,7,75,Scott Place
1238,2155,NSW,Australia,11,2,Eliot Lane
1239,2127,NSW,Australia,8,3466,Truax Terrace
1240,2155,NSW,Australia,10,9,7th Terrace
1241,4873,QLD,Australia,2,65209,Merrick Avenue
1242,4820,QLD,Australia,1,90351,Duke Junction
1243,4873,QLD,Australia,2,47,Glacier Hill Junction
1244,4817,QLD,Australia,2,7978,Carberry Way
1245,4818,QLD,Australia,7,795,Arapahoe Hill
1246,4519,QLD,Australia,6,6,Lerdahl Plaza
1247,4806,QLD,Australia,4,60320,Emmet Road
1248,4805,QLD,Australia,2,11,Golf Pass
1249,4701,QLD,Australia,1,563,Northport Drive
1250,2478,NSW,Australia,9,8,Eggendart Court
1251,4560,QLD,Australia,6,91336,Spenser Street
1252,4740,QLD,Australia,2,33,Rockefeller Avenue
1253,4720,QLD,Australia,1,71,Sundown Circle
1254,4702,QLD,Australia,1,33,Bayside Way
1255,4702,QLD,Australia,2,23,Hollow Ridge Avenue
1256,4127,QLD,Australia,2,16623,Mariners Cove Plaza
1257,4670,QLD,Australia,3,884,Shoshone Lane
1258,4670,QLD,Australia,1,12,Prentice Point
1259,4670,QLD,Australia,2,7008,Warner Park
1260,4655,QLD,Australia,3,51673,Heffernan Park
1261,4610,QLD,Australia,1,32,Meadow Ridge Alley
1262,4655,QLD,Australia,3,37,Clarendon Lane
1263,4551,QLD,Australia,9,7,Onsgard Court
1264,4702,QLD,Australia,6,543,Victoria Park
1265,4702,QLD,Australia,6,640,Toban Hill
1266,4506,QLD,Australia,4,93,Corben Crossing
1267,4503,QLD,Australia,5,26,Portage Junction
1268,4503,QLD,Australia,2,7928,Mendota Circle
1269,4512,QLD,Australia,7,1075,Raven Place
1270,4511,QLD,Australia,2,0,Summerview Pass
1271,4500,QLD,Australia,8,7310,Shopko Trail
1272,4380,QLD,Australia,1,6659,Kenwood Plaza
1273,4370,QLD,Australia,4,41,Knutson Alley
1274,4817,QLD,Australia,3,67396,Roxbury Court
1275,4350,QLD,Australia,7,55,Hauk Court
1276,4213,QLD,Australia,8,131,Tony Road
1277,4340,QLD,Australia,5,791,Elgar Trail
1278,4122,QLD,Australia,7,617,Welch Street
1279,4306,QLD,Australia,8,1,Namekagon Plaza
1280,4306,QLD,Australia,6,3,Blaine Road
1281,4306,QLD,Australia,8,77,Pankratz Plaza
1282,4306,QLD,Australia,4,4081,Veith Lane
1283,4306,QLD,Australia,7,55,Elgar Park
1284,4306,QLD,Australia,1,9821,Fair Oaks Trail
1285,4305,QLD,Australia,5,19679,Buell Pass
1286,4304,QLD,Australia,2,8,Kinsman Alley
1287,4301,QLD,Australia,3,9989,Toban Way
1288,4300,QLD,Australia,6,378,Butterfield Pass
1289,4212,QLD,Australia,7,7,Schurz Parkway
1290,4209,QLD,Australia,7,07780,Autumn Leaf Drive
1291,4211,QLD,Australia,6,87,Reinke Drive
1292,4210,QLD,Australia,7,3,Gina Center
1293,4205,QLD,Australia,5,029,Scott Center
1294,4051,QLD,Australia,8,36072,Lakewood Gardens Court
1295,4165,QLD,Australia,9,408,Grover Place
1296,4165,QLD,Australia,7,392,Ridge Oak Road
1297,4053,QLD,Australia,7,9,Sugar Junction
1298,4217,QLD,Australia,1,0917,Golf View Parkway
1299,4130,QLD,Australia,7,16039,Warrior Parkway
1300,4124,QLD,Australia,4,3,School Place
1301,4208,QLD,Australia,7,9120,Corry Avenue
1302,4123,QLD,Australia,6,2,Shoshone Way
1303,4118,QLD,Australia,7,32,Vidon Point
1304,4115,QLD,Australia,8,515,Bunting Point
1305,4164,QLD,Australia,9,67727,Westerfield Hill
1306,4127,QLD,Australia,7,0,Moland Parkway
1307,4115,QLD,Australia,8,764,Dahle Alley
1308,4152,QLD,Australia,4,72,Shasta Plaza
1309,2452,NSW,Australia,8,210,Esch Park
1310,3931,VIC,Australia,10,55326,Fulton Hill
1311,4280,QLD,Australia,7,482,Bartelt Junction
1312,4300,QLD,Australia,2,58563,Monterey Hill
1313,4055,QLD,Australia,6,889,Straubel Way
1314,4128,QLD,Australia,2,9,Dawn Court
1315,4500,QLD,Australia,3,1988,Bartillon Terrace
1316,4370,QLD,Australia,6,57384,Sycamore Park
1317,4017,QLD,Australia,8,276,Hoffman Road
1318,4053,QLD,Australia,7,98791,Johnson Way
1319,4020,QLD,Australia,5,7,John Wall Parkway
1320,4019,QLD,Australia,4,0693,Eagan Court
1321,3188,VIC,Australia,8,38,Main Park
1322,3977,VIC,Australia,8,2,Shasta Street
1323,3806,VIC,Australia,8,27,Farmco Pass
1324,3940,VIC,Australia,7,9985,Barnett Circle
1325,3939,VIC,Australia,6,60855,Fieldstone Avenue
1326,3910,VIC,Australia,7,2,Dixon Crossing
1327,3977,VIC,Australia,10,7,Canary Trail
1328,3840,VIC,Australia,2,09653,Golf View Way
1329,3840,VIC,Australia,2,433,Mockingbird Center
1330,3977,VIC,Australia,5,4,Sycamore Pass
1331,3810,VIC,Australia,6,833,Sherman Court
1332,3806,VIC,Australia,8,0,Fulton Drive
1333,3804,VIC,Australia,9,02885,Buhler Court
1334,3805,VIC,Australia,8,8766,Onsgard Plaza
1335,3765,VIC,Australia,7,5061,Cottonwood Trail
1336,3757,VIC,Australia,7,05,Dahle Drive
1337,2582,NSW,Australia,8,5063,Shopko Pass
1338,3196,VIC,Australia,8,09,Hagan Pass
1339,3747,VIC,Australia,4,87897,Lighthouse Bay Pass
1340,3677,VIC,Australia,1,294,Lawn Junction
1341,3620,VIC,Australia,4,5,Springview Terrace
1342,3620,VIC,Australia,2,9,Logan Drive
1343,3630,VIC,Australia,2,6002,Del Sol Trail
1344,3151,VIC,Australia,10,77,Acker Alley
1345,3023,VIC,Australia,7,38,Hansons Place
1346,3564,VIC,Australia,2,30,Crescent Oaks Point
1347,3199,VIC,Australia,7,0784,Utah Plaza
1348,3500,VIC,Australia,1,5298,Nevada Circle
1349,3444,VIC,Australia,4,0,Ramsey Place
1350,3444,VIC,Australia,4,7006,Miller Avenue
1351,3076,VIC,Australia,8,1,Bayside Pass
1352,3380,VIC,Australia,1,43811,Golf View Road
1353,3340,VIC,Australia,3,19,Green Ridge Avenue
1354,3338,VIC,Australia,5,91079,Lukken Way
1355,3337,VIC,Australia,5,1450,Gulseth Park
1356,3280,VIC,Australia,4,1,Boyd Terrace
1357,3224,VIC,Australia,5,9,Almo Alley
1358,3222,VIC,Australia,5,016,Tony Street
1359,3222,VIC,Australia,6,02505,Mariners Cove Street
1360,3222,VIC,Australia,5,970,Sundown Place
1361,4164,QLD,Australia,9,0261,Roxbury Crossing
1362,3226,VIC,Australia,7,5413,Harbort Terrace
1363,3204,VIC,Australia,10,03444,Scott Lane
1364,3201,VIC,Australia,6,3,Schlimgen Alley
1365,3201,VIC,Australia,6,0162,Darwin Alley
1366,3840,VIC,Australia,1,66,Division Pass
1367,3198,VIC,Australia,8,6,Forster Crossing
1368,3198,VIC,Australia,8,939,Hermina Drive
1369,3190,VIC,Australia,10,393,Warrior Crossing
1370,3156,VIC,Australia,8,3962,Rigney Center
1371,3169,VIC,Australia,5,64201,Bonner Point
1372,3170,VIC,Australia,10,0,Grasskamp Pass
1373,3163,VIC,Australia,6,3831,Paget Road
1374,3161,VIC,Australia,9,46523,Mcbride Circle
1375,3791,VIC,Australia,9,29,Mallory Circle
1376,3156,VIC,Australia,8,6229,Amoth Place
1377,3155,VIC,Australia,8,952,Fairview Hill
1378,3977,VIC,Australia,6,6,La Follette Lane
1379,4119,QLD,Australia,7,6837,West Pass
1380,3140,VIC,Australia,10,28,Menomonie Street
1381,3136,VIC,Australia,9,94,Sheridan Parkway
1382,3818,VIC,Australia,6,50,Claremont Junction
1383,3028,VIC,Australia,8,70676,Eggendart Trail
1384,3106,VIC,Australia,10,5586,Buena Vista Avenue
1385,3082,VIC,Australia,7,02701,Talmadge Junction
1386,3099,VIC,Australia,9,220,Mitchell Place
1387,3752,VIC,Australia,6,02570,Tony Way
1388,3754,VIC,Australia,8,12,Alpine Lane
1389,3140,VIC,Australia,9,6,Northfield Point
1390,3068,VIC,Australia,5,7709,Bluestem Place
1391,3756,VIC,Australia,4,8108,Clyde Gallagher Crossing
1392,3061,VIC,Australia,5,79206,Independence Drive
1393,3048,VIC,Australia,6,60447,Ridgeway Plaza
1394,3046,VIC,Australia,9,4,Milwaukee Park
1395,4217,QLD,Australia,4,73506,Cordelia Lane
1396,3036,VIC,Australia,9,0,Rowland Road
1397,3107,VIC,Australia,8,42829,Charing Cross Road
1398,3030,VIC,Australia,7,7530,Sutteridge Hill
1399,3022,VIC,Australia,8,88545,Milwaukee Center
1400,3020,VIC,Australia,4,070,Shelley Terrace
1401,3049,VIC,Australia,6,12439,Kropf Way
1402,3015,VIC,Australia,10,931,Rigney Terrace
1403,2880,NSW,Australia,1,6,Anderson Court
1404,3500,VIC,Australia,2,11207,Lukken Center
1405,2870,NSW,Australia,5,4370,Haas Trail
1406,2259,NSW,Australia,7,45,Tony Trail
1407,2830,NSW,Australia,4,46,Dovetail Avenue
1408,2880,NSW,Australia,1,967,Farmco Road
1409,2763,NSW,Australia,8,623,Talisman Way
1410,2774,NSW,Australia,8,837,Evergreen Junction
1411,2155,NSW,Australia,10,21,West Avenue
1412,2770,NSW,Australia,7,83758,Kings Hill
1413,2750,NSW,Australia,5,8,Veith Alley
1414,2767,NSW,Australia,9,9,Pond Avenue
1415,2767,NSW,Australia,8,255,Doe Crossing Terrace
1416,2765,NSW,Australia,10,2,Alpine Circle
1417,2769,NSW,Australia,10,0,Talisman Trail
1418,2762,NSW,Australia,9,5700,Banding Lane
1419,2745,NSW,Australia,9,94079,Eggendart Point
1420,2761,NSW,Australia,7,87038,Sauthoff Road
1421,2761,NSW,Australia,8,4817,Fulton Junction
1422,2761,NSW,Australia,9,22,Transport Alley
1423,2760,NSW,Australia,8,1231,Grim Road
1424,2794,NSW,Australia,2,3,Rigney Center
1425,2759,NSW,Australia,8,7847,Buell Trail
1426,2750,NSW,Australia,9,42946,Fieldstone Pass
1427,2759,NSW,Australia,8,1617,Beilfuss Street
1428,2756,NSW,Australia,8,64,Everett Circle
1429,2756,NSW,Australia,11,184,Melrose Pass
1430,2756,NSW,Australia,8,8934,Park Meadow Street
1431,2756,NSW,Australia,8,14155,Evergreen Way
1432,2777,NSW,Australia,9,26607,West Hill
1433,2749,NSW,Australia,8,53649,Mandrake Place
1434,2154,NSW,Australia,10,223,Trailsway Parkway
1435,2749,NSW,Australia,9,8999,Elmside Pass
1436,2773,NSW,Australia,10,53,Steensland Parkway
1437,2745,NSW,Australia,9,8,Prairie Rose Circle
1438,2747,NSW,Australia,7,3416,Texas Pass
1439,2323,NSW,Australia,5,8088,Macpherson Hill
1440,2640,NSW,Australia,4,6418,Jenna Trail
1441,3690,VIC,Australia,2,70262,Hermina Court
1442,2630,NSW,Australia,1,89684,Coolidge Hill
1443,2260,NSW,Australia,8,00,International Junction
1444,2594,NSW,Australia,3,5,Carioca Pass
1445,2579,NSW,Australia,2,6386,Raven Road
1446,2567,NSW,Australia,9,8,Mendota Plaza
1447,2567,NSW,Australia,8,913,Londonderry Trail
1448,2567,NSW,Australia,8,58516,Tony Plaza
1449,2567,NSW,Australia,9,583,Jenna Pass
1450,2560,NSW,Australia,7,77729,Kim Plaza
1451,2560,NSW,Australia,4,1253,Ridge Oak Center
1452,2564,NSW,Australia,8,975,Melby Street
1453,2560,NSW,Australia,6,6279,Lien Junction
1454,2570,NSW,Australia,8,1435,Lukken Trail
1455,2207,NSW,Australia,9,25,Darwin Terrace
1456,2560,NSW,Australia,9,3,Independence Hill
1457,4503,QLD,Australia,6,4,Stone Corner Avenue
1458,2557,NSW,Australia,9,14179,Springs Drive
1459,2565,NSW,Australia,9,8,Green Ridge Place
1460,2536,NSW,Australia,5,55,Red Cloud Pass
1461,2530,NSW,Australia,8,21,Spohn Drive
1462,2207,NSW,Australia,8,11606,Myrtle Street
1463,2519,NSW,Australia,9,45725,Hagan Pass
1464,2439,NSW,Australia,10,93482,Jenifer Alley
1465,2528,NSW,Australia,8,04,Gulseth Plaza
1466,2506,NSW,Australia,9,0,Canary Parkway
1467,2487,NSW,Australia,9,2,Dayton Center
1468,2448,NSW,Australia,5,25607,Summer Ridge Way
1469,2450,NSW,Australia,5,828,Schlimgen Circle
1470,2440,NSW,Australia,6,558,Thompson Junction
1471,2290,NSW,Australia,4,589,Main Plaza
1472,2440,NSW,Australia,3,472,Blaine Junction
1473,2340,NSW,Australia,2,12,Express Pass
1474,4509,QLD,Australia,6,76,Norway Maple Drive
1475,2340,NSW,Australia,7,4,Oriole Hill
1476,2333,NSW,Australia,3,038,North Court
1477,2428,NSW,Australia,8,7231,Pepper Wood Point
1478,2263,NSW,Australia,10,941,La Follette Hill
1479,2769,NSW,Australia,10,2,Barby Trail
1480,2282,NSW,Australia,8,29133,Canary Circle
1481,2325,NSW,Australia,4,12,Redwing Street
1482,2325,NSW,Australia,5,57835,Ruskin Lane
1483,2323,NSW,Australia,3,7,Mifflin Terrace
1484,2289,NSW,Australia,9,7509,Prairieview Center
1485,2320,NSW,Australia,6,7,Delaware Hill
1486,2285,NSW,Australia,5,15012,Oneill Plaza
1487,2290,NSW,Australia,3,4861,School Park
1488,2287,NSW,Australia,5,9,Sycamore Pass
1489,2307,NSW,Australia,5,005,Prentice Circle
1490,2259,NSW,Australia,5,81,Artisan Park
1491,2261,NSW,Australia,9,7764,Declaration Hill
1492,2251,NSW,Australia,8,7049,Sutteridge Lane
1493,2250,NSW,Australia,9,40,Dexter Crossing
1494,2261,NSW,Australia,8,543,Morrow Terrace
1495,2250,NSW,Australia,7,36,Marquette Center
1496,2233,NSW,Australia,9,8,Arizona Way
1497,2450,NSW,Australia,4,78960,Schiller Lane
1498,2232,NSW,Australia,10,75,Hoepker Street
1499,2211,NSW,Australia,10,39677,Emmet Terrace
1500,2229,NSW,Australia,12,30,Bay Hill
1501,2223,NSW,Australia,8,6,Canary Plaza
1502,2228,NSW,Australia,10,4,Maywood Court
1503,2232,NSW,Australia,10,04489,Corscot Hill
1504,2227,NSW,Australia,10,00941,7th Place
1505,2223,NSW,Australia,10,09,Bayside Place
1506,2234,NSW,Australia,10,8802,Fisk Street
1507,2210,NSW,Australia,10,81,Darwin Court
1508,2219,NSW,Australia,10,54295,Dorton Hill
1509,2212,NSW,Australia,10,29,Spohn Drive
1510,2211,NSW,Australia,10,87746,Bellgrove Park
1511,2210,NSW,Australia,10,4517,Colorado Place
1512,2210,NSW,Australia,10,91433,Hollow Ridge Crossing
1513,2207,NSW,Australia,8,237,Garrison Way
1514,2260,NSW,Australia,8,7,Bartillon Circle
1515,2190,NSW,Australia,10,22,Nelson Terrace
1516,2567,NSW,Australia,10,96,Pepper Wood Drive
1517,2176,NSW,Australia,9,79055,Moose Terrace
